Device Name,IP Address,Site,Manufacturer,Model,IOS Version,Region
US-FL-TAM550SL4-Dock,146.25.28.74,TAM550:,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(7)E3,US
US-FL-TAM550SL6-6PK,146.25.28.67,TAM550:,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(7)E3,US
US-FL-TAM550SL7-RaK,146.25.28.66,TAM550:,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(7)E3,US
US-FL-TAM550SL8-MCC,146.25.28.68,TAM550:,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(7)E3,US
US-KY-LOU440-RB01,139.65.180.121,LOU440,Cisco,Cisco,17.6.3a,US
US-LA-ARC-RA1,146.25.84.188,ARC,Cisco,Cisco 4331 ISR,16.12.4,US
US-LA-ARC-RB01,139.65.180.34,ARC,Cisco,Cisco,17.6.3a,US
US-LA-F30875-RB01,139.65.180.45,Louisiana - Pending from NetOps,Cisco,Cisco,17.6.3a,US
US-LA-GC205-RB01,139.65.180.52,COV100,Cisco,Cisco,17.6.3a,US
US-LA-GMDCQ-RB01,139.65.180.53,GMDCQ,Cisco,Cisco,17.6.3a,US
US-LA-LAFLA3-RB01,139.65.180.119,LAFLA3,Cisco,Cisco,17.6.3a,US
US-LA-MARCA-RB01,139.65.180.32,MARCA,Cisco,Cisco,17.6.3a,US
US-LA-VENLA-RB01,139.65.180.59,VENLA,Cisco,Cisco,17.6.3a,US
US-LA-VENLA-SL01,146.33.78.125,VENLA,Cisco,Cisco Catalyst 9300 Series Switch,17.7.1,US
US-NJ-PAMNJ-RB01,139.65.180.63,WAN SDWAN : PAMNJ,Cisco,Cisco,17.6.3a,US
US-NM-F07618-RB01,139.65.180.67,F07618-US-NM,Cisco,Catalyst 8300-1N1S-6T,17.6.3a,US
US-NM-F07618-RB02,139.65.180.68,F07618,Cisco,Catalyst 8300-1N1S-6T,17.6.3a,US
US-NM-F07618-RL01,146.26.36.1,"Water Treatment Plant Command Center IT Data Rm, F07618",Cisco,Catalyst 9500-48Y4C,17.3.5,US
US-NM-GAL-RB01,139.65.180.83,GAL,Cisco,Cisco,17.6.3a,US
US-NM-QUE469-SL10,146.26.36.34,QUE469,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-NM-QUE469-SL12,146.26.36.33,QUE469 Water Treatment Plant,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-NM-QUE469-SL2,146.26.36.15,QUE469 Water Treatment Plant,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-NM-QUE469-SL3,146.26.36.17,QUE469,Cisco,Catalyst 37xx Stack,15.2(4)E5,US
US-NM-QUES32-RB01,139.65.180.124,"WAN: SD-WAN: US-NM-QUES32: 32 Abra Rd, Questa, NM 87556",Cisco,Cisco,17.6.3a,US
US-NM-QUES32-SL01,146.33.25.224,QUES32,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-OR-POROR1-SL08,146.26.73.139,POROR1,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-OR-POROR1-SL09,146.26.73.141,POROR1,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-SA-SAN450-VGA1,146.41.245.132,SAN450,Cisco,Cisco VG204,12.4(22)T5,US
US-SC-CHASC-RB01,139.65.180.60,CHASC,Cisco,Cisco,17.6.3a,US
US-TX-AUS100-SL1,146.33.25.232,AUS100,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-BEC-RA01,146.33.6.252,BEC,Cisco,Cisco 4331 ISR,17.6.3a,US
US-TX-CannonOps002-RS02,139.65.180.69,Cannon Test Kit 2,Cisco,Cisco,17.8.1,US
US-TX-DALQX3-MS1,139.65.212.4,DALQX3,Cisco,Cisco C9200R Fixed Switch Stack,17.3.4,US
US-TX-DALQX3-RB01,139.65.212.15,DALQX3,Cisco,Catalyst 8500L-8S4X,17.6.3a,US
US-TX-DALQX3-RB02,139.65.212.16,DALQX3,Cisco,Catalyst 8500L-8S4X,17.6.3a,US
US-TX-DALQX3-SE01V,146.46.189.159,DALQX3,Cisco,Catalyst 9500-48Y4C,17.6.4,US
US-TX-DALQX3-WC01,139.65.212.23,DALQX3,Cisco,Cisco Catalyst 9800-CL Wireless Controller for Cloud,17.6.3,US
US-TX-F07220-RE01,144.5.196.214,"17404 Katy Freeway, Thoroughbred Bldg 4th Floor IDF, Houston, TX 77084",Cisco,Cisco 4331 ISR,16.12.4,US
US-TX-F07220-RL01,144.5.196.215,"17404 Katy Freeway, Thoroughbred Bldg 4th Floor IDF, Houston, TX 77084",Cisco,Cisco Catalyst 38xx stack,16.9.5,US
US-TX-F07551-RB01,139.65.180.111,F07551,Cisco,Cisco,17.6.3a,US
US-TX-F08820-Mainlab-SL,146.33.211.2,F08820,Cisco,Cisco Catalyst 9300 Series Switch,16.12.02,US
US-TX-F08820-R01,146.33.216.15,F08820,Cisco,VG310,15.9(3)M6,US
US-TX-F08820-R02,146.33.216.16,,Cisco,VG310,None,US
US-TX-F08820-WC01,146.33.219.142,F08820,Cisco,9800 Wireless Controller,17.6.3,US
US-TX-F09122-RB01,146.33.0.73,Houston - ION Building,Cisco,Cisco,17.6.3a,US
US-TX-F09122-RL01,146.33.0.74,HOU150,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-TX-F09122-SL01,146.33.41.2,F09122,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-TX-F09132-RB01,139.65.180.130,F09132,Cisco,Cisco,17.6.3a,US
US-TX-F09132-RB02,139.65.180.131,F09132,Cisco,Cisco,17.6.3a,US
US-TX-F30851-RB01,139.65.180.33,F30851,Cisco,Cisco,17.6.3a,US
US-TX-F30851-RL01,146.33.5.1,F30851,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-TX-HO1400-SL03,146.36.125.2,HO1400,Cisco,Cisco Catalyst 9407R Switch,17.3.4,US
US-TX-HOU140-SL3A,146.36.177.5,HOU140,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU150-03LAB-STAGING-MS1,134.248.214.58,HOU150,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU150-JNSF-RB01,139.65.180.81,JNSF,Cisco,Cisco,17.6.3a,US
US-TX-HOU150SL12,146.36.12.4,HOU150,Cisco,Cisco Catalyst 9407R Switch,17.3.5,US
US-TX-HOU150SL15,146.36.15.4,HOU150,Cisco,Cisco Catalyst 9407R Switch,17.3.5,US
US-TX-HOU150-SL5_TDRS1,146.36.61.228,HOU150,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU150-SL8L37,146.36.83.164,HOU150,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU150-SS9R18,146.36.11.8,HOU150,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU150-SS9R88,146.36.11.9,HOU150,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU400-RB01,139.65.180.36,HOU400,Cisco,Cisco,17.6.3a,US
US-TX-HOU400-SL1,146.33.111.1,HOU400,Cisco,Cisco Catalyst 9300 Series Switch,17.7.1,US
US-TX-HOU464-RL1,144.5.196.239,HOU464,Cisco,Cisco Catalyst 9300 Series Switch,16.12.02,US
US-TX-HOU464-RL1,144.5.240.1,HOU464,Cisco,Cisco Catalyst 9300 Series Switch,16.12.02,US
US-TX-HOU464-SL1,144.5.240.2,HOU464,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU464-SL2,144.5.240.3,HOU464,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-HOU517-RB01,139.65.212.89,HOU517,Cisco,Cisco,17.6.3a,US
US-TX-HOU517-RB02,139.65.212.90,HOU517,Cisco,Cisco,17.6.3a,US
US-TX-HOU517-SE01V,139.65.212.81,HOU517,Cisco,Catalyst 9500-48Y4C,17.6.3,US
US-TX-HOU517-WC01,139.65.212.91,HOU517,Cisco,Cisco Catalyst 9800-CL Wireless Controller for Cloud,17.6.3,US
US-TX-IND-TEST-RB01,139.65.180.47,Industrial_test,Cisco,Cisco,17.4.1b,US
US-TX-PADC-204-SL1,146.33.102.21,PADC,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-TX-PADC-2ND-SL1,146.33.102.3,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
US-TX-PADC-300-SL1,146.33.102.38,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-PADC-DRU-SL1,146.33.102.14,PADC,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-TX-PADC-FLR-SL1,146.33.102.4,PADC,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-TX-PADC-GRS-SL1,146.33.102.33,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-PADC-LAB-SL1,146.33.102.35,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
US-TX-PADC-MAI-SL1,146.33.102.7,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
US-TX-PADC-MNT-SL1,146.33.102.13,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
US-TX-PADC-NVR-SL1,146.33.102.18,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-PADC-PKG-SL1,146.33.102.22,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-PADC-RB01,139.65.180.123,WAN-SDWAN : PADC,Cisco,Cisco,17.6.3a,US
US-TX-PADC-RCV-SL1,146.33.102.32,PADC,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-TX-PADC-SEC-SL1,146.33.102.20,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-PADC-SVR-SL1,146.33.102.10,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
US-TX-PADC-TTL-SL1,146.33.102.17,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-PADC-TUR-SL1,146.33.102.29,PADC,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-TX-PADC-WHS-SL1,146.33.102.31,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
US-TX-PADC-WHS-SL2,146.33.102.39,PADC,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-TX-PADC-WTF-SL1,146.33.102.16,PADC,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-TX-SAN450-RA1,146.33.100.124,SAN450,Cisco,Cisco 4331 ISR,16.6.4,US
US-TX-SAN450-RB01,139.65.180.125,SAN450,Cisco,Cisco,17.6.3a,US
US-TX-SAN450-SL1,146.33.100.125,SAN450,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-TX-SAN520-RL01A,146.33.192.41,SAN520,Cisco,Cisco Nexus 93180YC-FX,7.0(3)I7(7),US
US-TX-SAN520-RL01A,146.41.245.2,SAN520,Cisco,Cisco Nexus 93180YC-FX,7.0(3)I7(7),US
US-TX-SAN520-RL01A,146.33.114.50,SAN520,Cisco,Cisco Nexus 93180YC-FX,7.0(3)I7(7),US
US-TX-SAN520-RL01B,146.41.245.3,SAN520,Cisco,Cisco Nexus 93180YC-FX,7.0(3)I7(7),US
US-TX-SAN520-RL01B,146.33.192.42,SAN520,Cisco,Cisco Nexus 93180YC-FX,7.0(3)I7(7),US
US-TX-SAN520-SL1,146.33.115.4,SAN520,Cisco,Cisco Catalyst 2960X-48TS-LL Switch,15.2(4)E9,US
US-TX-SAN520-SL2,146.33.115.5,SAN520,Cisco,Cisco Catalyst 2960X-48TS-LL Switch,15.2(4)E9,US
us-tx-sjcqx1-se01v,146.46.189.38,SJCQX1,Cisco,Catalyst 9500-48Y4C,17.6.4,US
US-TX-SJO-SL01,146.33.0.133,F07551,Cisco,Cisco Catalyst 9300 Series Switch,17.7.1,US
US-TX-SJO-SL02,146.33.10.5,Baytown Sjolander: US-TX-SJO-WPMPAP01,Cisco,Cisco Catalyst 9300 Series Switch,17.2.1,US
US-TX-SJO-SL03-MGT,146.33.10.126,Baytown Sjolander: US-TX-SJO-SL03-MGT,Cisco,Cisco Catalyst IE-3300-8P2S Rugged Switch,16.12.3,US
US-TX-SJO-SL04-TGT,146.33.10.124,F07551,Cisco,Cisco Catalyst IE-3300-8P2S Rugged Switch,16.12.3,US
US-TX-SJO-SL05-CAM01,146.33.10.122,Baytown Sjolander: US-TX-SJO-WPMPAP01,Cisco,IE-2000-16PTC-G-L,15.2(7)E2,US
US-TX-SJO-SL06-CAM02,146.33.10.120,F07551,Cisco,IE-2000-16PTC-G-L,15.2(7)E2,US
US-TX-SJO-SL07-CAM03,146.33.10.118,F07551,Cisco,IE-2000-16PTC-G-L,15.2(7)E2,US
US-TX-SLA-RB01,139.65.180.35,SLA,Cisco,Cisco,17.6.3a,US
US-TX-WellOps001-RS01,139.65.180.54,WellOps001 - MCBU,Cisco,Cisco,17.6.2,US
US-TX-WellOps007-SW01,10.25.43.97,,Cisco,IE-4000-4T4P4G-E,15.2(4)EA5,US
US-TX-WellOps043-RS01,139.65.180.51,RBU - Patterson 268,Cisco,Cisco,17.6.2,US
US-UT-F08741-RB01,139.65.180.126,F08741,Cisco,Cisco,17.6.3a,US
US-UT-MYTUT-RB01,139.65.180.66,MYTUT,Cisco,Cisco,17.6.3a,US
US-UT-SLC235-MS1,139.65.210.20,SLC235,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-UT-SLC235-MS2,139.65.210.21,SLC235,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
US-UT-SLC235-SL1-cc,146.26.65.35,F07558,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-UT-SLC235-SL1-fccbrm,146.26.65.31,F07558,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-UT-SLC235-SL1-mrktw,146.26.65.42,F07558,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-UT-SLC235-SL1-Nfirestat,146.26.65.9,F07558,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-UT-SLC235-SL1-Southlab,146.26.65.17,F07558,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-UT-SLC235-SLTRAILER9,146.26.65.33,SLC235,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
US-UT-SLC651-RA1,146.26.42.248,SLC651,Cisco,Cisco 4331 ISR,16.12.4,US
US-UT-SLC651-RL1,146.26.42.249,SLC651,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-UT-SLC651-SL05,146.26.42.2,SLC651,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-UT-SLC651-SL2,146.26.42.5,SLC651,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-UT-SLC651-SL3,146.26.42.3,SLC651,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-UT-SLC651-SL4,146.26.42.4,SLC651,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-VA-F09155-RB01,139.65.180.18,F09155,Cisco,Cisco,17.6.3a,US
US-VA-F09155-RB02,139.65.180.19,F09155,Cisco,Cisco,17.6.3a,US
US-WA-WAS600-RA1,146.33.25.227,WAS600,Cisco,Cisco 4331 ISR,16.12.4,US
US-WA-WAS600-RA2,146.33.25.228,WAS600,Cisco,Cisco 4331 ISR,16.12.4,US
US-WA-WAS600-SL1,146.33.25.229,WAS600,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
US-WA-WAS600-VGA,146.34.189.4,WAS600,Cisco,VG310,15.9(3)M6,US
US-WY-EVA313-RB01,139.65.180.110,"WAN SDWAN : US-WY-EVA313 : 3131 NORTH SUNBURST DR, Evansville, WY",Cisco,Cisco,17.6.3a,US
VE-B-BARIJR-SLT,146.39.110.10,BARIJR,Cisco,Cisco Catalyst 9300 Series Switch,16.6.7,US
VG-ALEN-VG224-1,146.30.164.31,,Cisco,Cisco VG224,15.1(4)M6,US
VG-ALEN-VG224-2,146.30.164.32,,Cisco,Cisco VG224,15.1(4)M6,US
VG-NEC2-IDF-10-1,10.17.20.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VG-NEC2-IDF-11-1,10.17.21.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VG-NEC2-IDF-12-1,10.17.22.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VG-NEC2-IDF-3-1,10.17.13.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VG-NEC2-IDF-4-1,10.17.14.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VG-NEC2-IDF-5-1,10.17.15.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VG-NEC2-IDF-7-1,10.17.17.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VG-NEC2-IDF-8-1,10.17.18.30,,Cisco,Cisco Voice Gateway 204XM,15.5(2)T,US
VNURA1,146.26.11.248,VNU,Cisco,Cisco 2911K9,15.7(3)M8,US
VNURA2,146.26.11.252,VNU,Cisco,Cisco 829 Industrial ISRs,15.8(3)M3,US
WellOps001SW1,10.25.40.97,,Cisco,IE-4000-4T4P4G-E,15.2(4)EA5,US
WellOps001SW2 DSR,10.25.40.98,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps001SW3 ML,10.25.40.99,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps001SW4 Rig Floor,10.25.40.100,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps001SW5 Mini Pod,10.25.40.101,,Cisco,IE-4000-4T4P4G-E,15.2(4)EA5,US
WellOps002SW1,10.25.40.225,,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
WellOps002SW2 (DSR),10.25.40.227,WellOps002,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(4)E4,US
WellOps002w001,10.25.40.131,,Cisco,Cisco UCS,10.0 (Build 20348 Multiprocessor Free),US
WellOps003RA1,146.24.47.196,WellOps003,Cisco,Cisco 4321 ISR,16.9.4,US
WellOps003SW1,146.24.33.97,WellOps003,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps003SW2 (DSM),146.24.33.103,WellOps043,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps003SW4 (ML),146.24.33.107,WellOps003,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps004RA1 Cell Interface,139.65.250.208,HOU150,Cisco,Cisco 4321 ISR,15.5(3)S4b,US
WellOps004SW1,146.24.47.199,WellOps004,Cisco,Cisco Catalyst 29xxStack,15.2(4)E7,US
WellOps004SW3 (MWD),146.24.33.233,WellOps018: MCBU,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(4)E4,US
WellOps005SW1,146.24.47.201,WellOps005,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps005SW2 (DSM),146.24.34.99,WellOps005,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps005SW3 (MWD/ML),146.24.34.100,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps005SW4 (MiniPod),146.24.34.101,,Cisco,IE-4000-4T4P4G-E,15.2(4)EA5,US
WellOps005SW5 (DogHouse),146.24.34.102,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps006SW1,10.25.42.225,,Cisco,IE-4000-4T4P4G-E,15.2(4)EA5,US
WellOps006SW2 DSR,10.25.42.226,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps006SW3 ML,10.25.42.227,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E8,US
WellOps006SW4 Rig Floor,10.25.42.228,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E8,US
WellOps006SW5 Mini Pod,10.25.42.229,,Cisco,IE-4000-4T4P4G-E,15.2(4)EA5,US
WellOps007SW2,10.25.43.98,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps007SW3,10.25.43.99,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps007SW4,10.25.43.100,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WELLOPS007SW5,10.25.43.101,,Cisco,Cisco IE 2000-16TC-G-E Industrial Ethernet Switch,15.2(7)E2,US
WELLOPS007SW6,10.25.43.109,,Cisco,IE-4000-4T4P4G-E,15.2(4)EA5,US
WellOps011RA1,146.24.47.212,WellOps011,Cisco,Cisco 4321 ISR,16.6.3,US
WellOps011SW1,146.24.47.213,WellOps011,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps011SW2 (DSM),146.24.36.231,WellOps011: MCBU,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps011SW6 (ELECTRIC SKID),146.24.36.236,,Cisco,Cisco UCS,None,US
WellOps012SW1,146.24.47.215,WellOps012,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps012SW2 (DSM),146.24.37.103,WellOps012,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps012SW3 (MWD),146.24.37.105,WellOps012,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps012SW7 (RIG FLOOR),146.24.37.99,WellOps012: MCBU,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E6,US
WellOps015RA1,146.24.47.220,WellOps015,Cisco,Cisco 4321 ISR,16.9.4,US
wellops015sw3,146.24.38.233,WellOps015,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps016SW1,146.24.47.223,WellOps016,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps019RA1,146.24.47.228,WellOps019,Cisco,Cisco 4321 ISR,16.9.4,US
WellOps024 Mesh Portal 814,146.24.43.126,,Cisco,Cisco AirCt2504K9,None,US
WellOps024RA1,146.24.47.238,WellOps024,Cisco,Cisco 4321 ISR,16.6.3,US
WellOps024SL1,146.24.47.239,WellOps024,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps024SW2,146.24.43.103,WellOps017,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps024SW3,146.24.43.105,WellOps017: MCBU,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps024SW6,146.24.43.110,WellOps017,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WELLOPS029WC-01,146.24.45.228,,Cisco,Cisco 3504 Wireless LAN Controller,None,US
WellOps030RA1,10.25.250.20,HOU150,Cisco,Cisco 4321 ISR,16.9.4,US
WellOps030SW1,10.25.250.21,WellOps030,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps030SW4 (HES),10.25.5.107,WellOps018,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E9,US
WellOps031SW1,10.25.5.225,WellOps031,Cisco,Cisco Catalyst 29xxStack,15.2(4)E9,US
WellOps031SW2,10.25.5.227,WellOps031,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(4)E9,US
WellOps031WC-01 Mesh Portall,10.25.5.254,,Cisco,Cisco UCS,None,US
WellOps032RA1,139.65.180.73,Evo1,Cisco,Cisco,17.6.2,US
wellops042oob2,10.25.1.67,,Cisco,Cisco UCS,None,US
WellOps043SW4 ML,10.25.1.228,WellOps043,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E6,US
wellops043sw6,10.25.1.230,WellOps043,Cisco,Catalyst WS-C3560CX-8PC-S,15.2(7)E4,US
WellOps045RS01,139.65.180.74,RBU-Precision460,Cisco,Cisco,17.6.2,US
wellops045sw2 (DSR),10.25.2.231,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps045SW4 (MWD),10.25.2.235,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
WellOps045SW5 (Safety),10.25.2.237,,Cisco,Cisco Catalyst 35xx Stack-able Ethernet Switch,15.2(4)E5,US
wellops141vw08,10.25.113.201,,Cisco,Cisco UCS,None,US
Wellops301RS-01,139.65.182.31,Stena Forth Drill Ship,Cisco,Cisco,17.4.1b,US
WLC-BETA-FC1,10.20.123.24,F09129,Cisco,Cisco 5500 Series Wireless Controller,None,US
WLC-DC1-FC1,10.8.244.24,F09129,Cisco,Cisco 5500 Series Wireless Controller,None,US
WLC-EGY-1,10.115.76.125,F09137,Cisco,Cisco 3504 Wireless LAN Controller,None,US
WLC-LEV-1,10.114.240.250,F09145,Cisco,Cisco AirCt2504K9,None,US
WLC-LEV-2,10.114.240.251,F09145,Cisco,Cisco AirCt2504K9,None,US
WLC-PEC-1,10.113.6.24,New Pecos Office,Cisco,Cisco 5760 WLC Stack,03.07.05E RELEASE SOFTWARE (fc1),US
WLC-YAO-1,10.115.89.220,F09148,Cisco,Cisco 3504 Wireless LAN Controller,None,US
wr29ra1 (fiber),146.32.1.224,WR29,Cisco,Cisco ASR1002-X,16.3.5,US
wr29ra2 (fiber),146.32.1.226,WR29,Cisco,Cisco ASR1002-X,16.3.5,US
wr29ra3 (VSAT / LTE),146.32.1.253,WR29,Cisco,Cisco ISR4451,16.12.4,US
wr29rl1-vss (core switch),146.32.1.229,WR29,Cisco,Cisco Catalyst 4500 L3,03.08.05.E RELEASE SOFTWARE (fc2),US
wr29sl2 (Business Partners),146.32.0.5,WR29,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
wr29sl9 (Drill Cabin),146.32.0.12,WR29,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
WR718SLDIVE,146.32.8.25,WR718,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(4)E5,US
WSTPF1-LQLVL03-CE02,146.29.191.29,WSTPF1,Cisco,Cisco ASR1002-X,16.9.4,US
WSTPF1-LQLVL05-CE01,146.29.191.28,WSTPF1,Cisco,Cisco ASR1002-X,16.9.4,US
WSTPF1-LQLVL05-WLC01,146.29.191.11,WSTPF1,Cisco,Cisco 5500 Series Wireless Controller,None,US
X-ALEN-CCR-1,146.30.164.87,F30849,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE8,US
X-ALEN-CCR-2,146.30.164.88,F30849,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE8,US
X-ALEN-CORE-1,146.30.164.161,F30849,Cisco,Cisco Catalyst 38xx stack,16.12.5b,US
X-ALEN-FDST-1,146.30.164.66,F30849,Cisco,Catalyst 37xx Stack,15.2(1)E,US
X-ALEN-ICS-1,172.21.199.50,ALEN MDF RACK 4650,Cisco,Cisco Catalyst 38xx stack,16.3.6,US
X-ALEN-ICS-UPLINK-1,172.21.199.51,ALEN MDF RACK 4650 U2,Cisco,Cisco Catalyst 29xxStack,15.2(2)E9,US
X-ALEN-INET-1,146.30.164.67,F09133,Cisco,Catalyst 37xx Stack,15.2(1)E1,US
